Name;PKD_2007;PKD_2007_all;description_PL;description_EN;source
CREO FACTORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2221;1812Z, 2222Z, 2223Z, 2229Z;Branża: Produkcja wyrobów z tworzyw sztucznych | Produkty: Tampodruk, etykietowanie, produkcja form wtryskowych | Usługi: Tampodruk, kompletowanie produktów;NULL;BJS_OPIS_01 10 2025_PKD
GRUPA LOTOS;1920;2013;Branża: Paliwa | Produkty: PALIWA (benzyna, olej napędowy, LPG) | Usługi: Brak;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla zbrojenia betonu.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno o tolerancji H9.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów na wymiar precyzyjny.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów ze stali węglowej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla przemysłu hydraulicznego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla przemysłu lotniczego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem i łuszczeniem prętów stalowych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla rolnictwa.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno o przekroju eliptycznym.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów ze stali o podwyższonej wytrzymałości.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do osi.;NULL;Dane_syntetyczne_1
TMRUBBER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2219;2219Z, 2221Z, 2222Z, 2229 , 2229Z;Branża: Produkcja i przetwórstwo tworzyw sztucznych | Produkty: Silkinno, gumy, tworzywa sztuczne | Usługi: Doradztwo materiałowe, produkcja testowa, produkcja jednostkowa i wielkoseryjna;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do sworzni.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów dla przemysłu energetycznego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno ze stali sprężynowej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do produkcji łańcuchów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów ze stali hartowanej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do produkcji narzędzi.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla robotyki.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów ze stali do zastosowań specjalnych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla medycyny.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno o przekroju T.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów do konstrukcji precyzyjnych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno o różnych długościach.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla górnictwa.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów do produkcji złączy.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla przemysłu zbrojeniowego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno ze stali o niskiej zawartości węgla.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów o bardzo małej chropowatości.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla elektrotechniki.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do produkcji bolców.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów ciągnionych na zimno.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do mocowania.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno o wysokiej precyzji.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów dla optyki.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno o tolerancji ISO H11.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla urządzeń dźwigowych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów do elementów maszyn.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla budownictwa podziemnego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla platform wiertniczych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów ze stali kwasoodpornej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno w małych partiach.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno w dużych ilościach.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów ze stali do celów dekoracyjnych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do produkcji armatury.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do produkcji wałków.;NULL;Dane_syntetyczne_1
METEC - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;2561;2512Z, 2561Z, 2562Z;Branża: Produkcja pojemników na odpady | Produkty: Pojemniki na odpady, kosze na śmieci | Usługi: Cynkowanie ogniowe stali;NULL;BJS_OPIS_01 10 2025_PKD
VAST SERWIS PRZEMYSŁOWY;3312;3312;Kancelaria Podatkowa M&Ł Consulting Zapraszamy Kancelaria Podatkowa z ponad 20-letnim doświadczeniem w branży oraz setkami zadowolonych Klientów. Kontakt Kancelaria Podatkowa Kutniewscy M&Ł Consulting Sp.j. NIP: 588 246 00 24 502 779 485 kancelaria@kutniewscy.pl 84-360 Łeba ul. Grabskiego 15 84-240 Reda ul. Zuchów 25;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2640;NULL;produkcją telewizorów OLED.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją urządzeń do powielania dźwięku (kopiarek CD).;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją aparatury do transmisji radiowej (odbiorniki).;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją mikserów audio dla sprzętu powszechnego użytku.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją kamer wideo do monitoringu domowego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją wzmacniaczy gitarowych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją mikrofonów pojemnościowych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją odtwarzaczy CD.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją zestawów do karaoke.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją słuchawek dousznych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją sprzętu audio dla pojazdów silnikowych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją telewizorów z wbudowanym tunerem satelitarnym.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją monitorów do gier (TV).;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją cyfrowych rejestratorów wideo (DVR) użytku domowego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją odbiorników satelitarnych do telewizji.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją głośników zewnętrznych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją kamer akcji (action cams) użytku domowego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją wzmacniaczy mocy audio.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją mikrofonów krawatowych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją optycznych odtwarzaczy multimedialnych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją okularów VR do konsol.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją słuchawek z redukcją szumów.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją sprzętu audio do użytku osobistego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją telewizorów 4K.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją odtwarzaczy multimedialnych (set-top box).;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją projektorów do kina domowego.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją radioodbiorników przenośnych.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją subwooferów.;NULL;Dane_syntetyczne_1
NULL;2640;NULL;produkcją wzmacniaczy do słuchawek.;NULL;Dane_syntetyczne_1
FIRMA PRODUKCYJNO-USŁUGOWO-HANDLOWA PŁAWECKI S.C. STEFAN PŁAWECKI, BEA;1051;1051Z, 4633Z, 4729Z, 4791Z;Branża: Produkcja | Produkty: Brak | Usługi: Brak | --- | Branża: IT | Produkty: Brak | Usługi: Brak | --- | Branża: Ochrona środowiska | Produkty: Pojemniki na odpady, metalowe kosze na śmieci | Usługi: Produkcja i sprzedaż pojemników na odpady | --- | B;NULL;BJS_OPIS_01 10 2025_PKD
BIO ENERGY GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;1629;4676Z, 5210B;Branża: Biopaliwa | Produkty: Pellet (brykiet) | Brykiet | Usługi: Produkcja pelletu, dostawa i transport pelletu;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2431;NULL;szlifowaniem prętów ze stali niskostopowej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla przemysłu petrochemicznego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla przemysłu kolejowego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów dla przemysłu stoczniowego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do produkcji tłoków.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do produkcji cylindrów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów dla przemysłu lotniczego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do produkcji pomp.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do produkcji zaworów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów ze stali o dużej twardości.;NULL;Dane_syntetyczne_1
AMEK;2562;3312Z, 3320Z, 4669Z, 4791Z, 4799Z;Branża: Obróbka skrawaniem | Produkty: Toczenie CNC (precyzja i wysoka jakość wykonania) | Usługi: Cięcie na pilarce taśmowej, spawanie metodą MIG;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2431;NULL;produkcją prętów ciągnionych na zimno o wysokiej wytrzymałości na rozciąganie.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno dla przemysłu wiatrowego.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów do zastosowań specjalnych w wysokich temperaturach.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno ze stali żaroodpornej.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno do produkcji przekładni.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;łuszczeniem prętów do elementów precyzyjnych.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno dla inżynierii.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją sztab ciągnionych na zimno w standardowych wymiarach.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;szlifowaniem prętów do produkcji czopów.;NULL;Dane_syntetyczne_1
NULL;2431;NULL;produkcją prętów ciągnionych na zimno do elementów złącznych.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno o szerokości mniejszej niż 600 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją powlekanych wyrobów płaskich ze stali w zwojach, w wąskich pasmach.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;powtórnym walcowaniem na zimno wyrobów płaskich walcowanych na gorąco o szerokości 599 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wąskich taśm stalowych walcowanych na zimno.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno w prostych odcinkach, o szerokości mniejszej niż 600 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją niepowlekanych wyrobów płaskich w wąskich zwojach.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;walcowaniem na zimno prętów stalowych o szerokości mniejszej niż 600 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją blachy cienkiej walcowanej na zimno, o szerokości 400 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją taśm stalowych walcowanych na zimno do tłoczenia.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;powtórnym walcowaniem na zimno stalowych taśm o wąskich szerokościach.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno dla przemysłu opakowaniowego.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją taśm powlekanych cynkiem, walcowanych na zimno, o szerokości 550 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją nierdzewnych taśm stalowych walcowanych na zimno.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno do elementów precyzyjnych.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją stalowych pasków walcowanych na zimno, o szerokości 100 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich niepowlekanych w wąskich odcinkach.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;walcowaniem na zimno blach ze stali stopowej o szerokości poniżej 600 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wąskich taśm stalowych do cięcia laserowego.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;powtórnym walcowaniem na zimno prętów ze stali węglowej w formie płaskiej.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno dla elektrotechniki.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno do sprężyn.;NULL;Dane_syntetyczne_1
AMEK P.P.H.U. ELŻBIETA KĘSA;2562;2562Z;Branża: Obróbka skrawaniem | Produkty: Detale, części maszyn, urządzeń | Usługi: Obróbka skrawaniem przy użyciu obrabiarek sterowanych numerycznie (CNC), toczenie, frezowanie;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2894;NULL;produkcją maszyn do naprawy obuwia.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do cięcia włókien chemicznych.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do przędzenia wełny.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn dziewiarskich okrągłych.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do produkcji taśm.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją urządzeń pomocniczych do maszyn tekstylnych.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do barwienia przędzy.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do rozwijania tkanin.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją suszarek przemysłowych do odzieży.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do szycia skórzanych wyrobów.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do wytwarzania włóknin.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do obróbki skór na rękawiczki.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do produkcji lin.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do przygotowywania włókien syntetycznych.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do tkania wąskotaśmowego.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do produkcji dywanów tuftowanych.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do wykańczania odzieży.;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do czyszczenia na sucho (przemysłowych).;NULL;Dane_syntetyczne_1
NULL;2894;NULL;produkcją maszyn do szycia ciężkiego.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn dla przemysłu papierniczego do wytwarzania masy papierniczej.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do obróbki wykańczającej papier.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do wytwarzania papieru.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do wytwarzania tektury.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją krajarek do wszelkiego rodzaju papieru.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją krajalnic do tektury.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją hydropulperów.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do odwadniania masy papierniczej.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do wykańczania tektury.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do powlekania papieru.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do wytwarzania bibuły.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją krajarek formatujących.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do wybielania masy papierniczej.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do kalandrowania papieru.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do produkcji papieru toaletowego.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją krajalnic do papieru o dużym formacie.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do recyklingu masy papierniczej.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do glazurowania papieru.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją maszyn do wytwarzania tektury falistej.;NULL;Dane_syntetyczne_1
NULL;2895;NULL;produkcją krajarek do etykiet.;NULL;Dane_syntetyczne_1
GOSPODARSTWO ROLNE-JAN SZUSTER;1071;1071;Branża: Mleczarstwo | Produkty: mleko, produkty mleczne | Usługi: dostarczanie mleka i produktów mlecznych do szkół;NULL;BJS_OPIS_01 10 2025_PKD
ZAKŁAD PRODUKCJI KOSZYKARSKIEJ DELTA-RUDNIK ANDRZEJ BAŁUTOWSKI, MARIUSZ;1629;1629Z, 4690Z, 4941Z, 5229C;ZPK Delta-Rudnik You need to enable JavaScript to run this app.;NULL;BJS_OPIS_01 10 2025_PKD
MITAR S.C.;3109;3109Z;Branża: Przemysł skórzany | Produkty: Torby, teczki, raportówki, walizki lekarskie, obuwie, tornistry, futra, wyroby specjalne dla służb mundurowych | Usługi: Brak | --- | Branża: Kaletnictwo | Produkty: Kamizelki taktyczne, Torby na magazynki, Ładownice ;NULL;BJS_OPIS_01 10 2025_PKD
NULL;2432;NULL;produkcją powlekanych taśm stalowych walcowanych na zimno w zwojach.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno o wysokiej precyzji.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją taśm walcowanych na zimno o szerokości 300 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;walcowaniem na zimno taśm do produkcji puszek.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno dla przemysłu meblarskiego.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją taśm stalowych do formowania na zimno.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją powlekanych wyrobów płaskich walcowanych na zimno w prostych odcinkach.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją blach walcowanych na zimno dla obudów maszyn.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;powtórnym walcowaniem na zimno wyrobów o szerokości poniżej 600 mm.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją taśm stalowych walcowanych na zimno dla motoryzacji.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich walcowanych na zimno o gładkiej powierzchni.;NULL;Dane_syntetyczne_1
NULL;2432;NULL;produkcją wyrobów płaskich w zwojach o szerokości 150 mm.;NULL;Dane_syntetyczne_1
NULL;1621;NULL;produkcja OSB do ścian;NULL;Dane_syntetyczne_1
RADOMSKA SPÓŁDZIELNIA PRACY PRZEMYSŁU SKÓRZANEGO ASKO-SPORT;1512;1512Z, 1520Z;Branża: Przemysł skórzany | Produkty: Torby, teczki, raportówki, walizki lekarskie, obuwie, tornistry, futra, wyroby specjalne dla służb mundurowych | Usługi: Brak | --- | Branża: Kaletnictwo | Produkty: Kamizelki taktyczne, Torby na magzanki, Ładownice n;NULL;BJS_OPIS_01 10 2025_PKD
JATEX Marcin Tomasik;1399;3240Z, 4641Z, 4751Z;Branża: Narzędzia i maszyny | Produkty: Formy ciśnieniowe, Wykrojniki, Tłoczniki | Usługi: Produkcja narzędzi specjalnych;NULL;BJS_OPIS_01 10 2025_PKD
PRONAR;2562;2561 , 2562Z, 2573Z, 4677 ;Branża: Narzędzia specjalne | Produkty: Formy wtryskowe, Formy zimnokanałowe, Formy gorącokanawalne, Formy ciśnieniowe, Wykrojniki i tłoczniki | Usługi: Produkcja narzędzi specjalnych;NULL;BJS_OPIS_01 10 2025_PKD
